Year,Trade_Flow,Partner,Partner_ISO,HS_Code,Commodity,Quantity_kg,Unit,Value_USD
2015,Export,Dominican Rep.,DOM,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",13912.0,kg,100358.0
2015,Export,El Salvador,SLV,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",2554.0,kg,38700.0
2015,Export,Finland,FIN,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",9681.0,kg,111744.0
2015,Export,France,FRA,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",2813591.0,kg,33551622.0
2015,Export,Georgia,GEO,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",6844.0,kg,78990.0
2015,Export,Germany,DEU,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4622656.0,kg,50679263.0
2015,Export,Ghana,GHA,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4180.0,kg,48243.0
2015,Export,Honduras,HND,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",2592.0,kg,18700.0
2015,Export,"China, Hong Kong SAR",HKG,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",1588755.0,kg,16744864.0
2015,Export,Hungary,HUN,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",4796.0,kg,58456.0
