Year,Trade_Flow,Partner_Country,HS_Code,Product_Description,Weight_KG,Value_USD
2015,Export,Jordan,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,150724.0
2015,Export,Kenya,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,48623.0
2015,Export,Rep. of Korea,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,83751757.0
2015,Export,Kuwait,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,1431873.0
2015,Export,Lebanon,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,2003449.0
2015,Export,Latvia,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,64109.0
2015,Export,Libya,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,31875.0
2015,Export,Lithuania,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,334282.0
2015,Export,Malaysia,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,5933525.0
2015,Export,Malta,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,44450.0
2015,Export,Mauritius,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,230403.0
2015,Export,Mexico,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,669132.0
2015,Export,"Other Asia, nes",1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,8173451.0
2015,Export,Oman,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,216693.0
2015,Export,Netherlands,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,47879302.0
2015,Export,New Caledonia,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",0.0,83911.0
